City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Bay City,US,2022-04-18 19:14:01,43.5945,-83.8889,34.11,93,100,8.05
294,Madera,US,2022-04-18 19:10:38,37.1666,-119.8343,76.51,44,96,1.01
295,Owando,CG,2022-04-18 19:14:02,-0.4819,15.8999,75.58,87,100,1.63
296,San Patricio,US,2022-04-18 19:14:03,28.017,-97.5169,90.16,47,71,14.72
297,Guarapari,BR,2022-04-18 19:14:03,-20.6667,-40.4975,77.9,65,4,12.3
298,Solnechnyy,RU,2022-04-18 19:14:04,50.7214,136.6319,27.37,87,100,5.57
299,Manono,CD,2022-04-18 19:13:12,-7.3,27.4167,74.26,79,7,4.94
300,Half Moon Bay,US,2022-04-18 19:14:04,37.4636,-122.4286,69.89,54,75,6.91
301,Trairi,BR,2022-04-18 19:14:05,-3.2778,-39.2689,82.06,80,100,6.31
302,Mackenzie,CA,2022-04-18 19:14:05,55.2999,-123.1698,30.65,59,100,7.36
303,Chara,RU,2022-04-18 19:14:06,56.9064,118.2631,27.88,84,72,4.52
304,Deputatskiy,RU,2022-04-18 19:14:06,69.3,139.9,-5.91,100,100,2.35
305,Nuuk,GL,2022-04-18 19:14:07,64.1835,-51.7216,18.21,73,100,16.11
306,Pekan,MY,2022-04-18 19:14:07,3.4836,103.3996,78.06,89,100,3.31
307,Bongandanga,CD,2022-04-18 19:14:08,1.5,21.05,74.16,90,100,1.74
308,Havre-Saint-Pierre,CA,2022-04-18 19:10:40,50.2334,-63.5986,37.13,58,94,8.59
309,Esperance,AU,2022-04-18 19:14:09,-33.8667,121.9,60.62,81,62,9.64
310,Xichang,CN,2022-04-18 19:14:11,27.8964,102.2634,46.29,91,100,2.44
311,Abbeville,FR,2022-04-18 19:14:11,50.1,1.8333,53.49,87,100,6.96
312,Soderhamn,SE,2022-04-18 19:14:12,61.3037,17.0592,48.96,76,100,3.58
313,Perth,AU,2022-04-18 19:09:25,-31.9333,115.8333,56.66,88,0,0.0
314,Mahanje,TZ,2022-04-18 19:09:18,-9.9333,35.3333,65.64,95,66,1.41
315,Buala,SB,2022-04-18 19:14:13,-8.145,159.5921,80.26,81,100,7.23
316,Rio Grande,BR,2022-04-18 19:14:14,-32.035,-52.0986,78.91,66,19,12.68
317,Port Hawkesbury,CA,2022-04-18 19:14:14,45.6169,-61.3485,43.92,65,79,11.01
318,Antalaha,MG,2022-04-18 19:14:16,-14.9003,50.2788,74.75,88,96,7.7
319,Buritizeiro,BR,2022-04-18 19:14:17,-17.3511,-44.9622,87.85,33,50,7.05
320,Guerrero Negro,MX,2022-04-18 19:14:17,27.9769,-114.0611,69.89,59,80,16.26
321,Turukhansk,RU,2022-04-18 19:14:19,65.8167,87.9833,19.65,95,100,16.44
322,Okha,RU,2022-04-18 19:14:19,53.5739,142.9478,23.34,91,22,10.58
323,Catuday,PH,2022-04-18 19:14:20,16.2923,119.8062,79.14,76,6,7.52
324,Caraballeda,VE,2022-04-18 19:14:20,10.6112,-66.8522,84.27,70,75,4.61
325,Menongue,AO,2022-04-18 19:14:21,-14.6585,17.691,64.27,94,76,4.25
326,Houma,US,2022-04-18 19:13:04,29.5958,-90.7195,77.0,68,0,16.11
327,Egvekinot,RU,2022-04-18 19:14:22,66.3167,-179.1667,25.25,97,100,5.01
328,Muyezerskiy,RU,2022-04-18 19:14:22,63.9333,31.65,34.68,99,100,2.15
329,Port-Gentil,GA,2022-04-18 19:14:23,-0.7193,8.7815,84.16,79,75,9.22
330,Suicheng,CN,2022-04-18 19:14:23,33.8963,117.9331,50.04,87,22,4.0
331,Tommot,RU,2022-04-18 19:14:24,58.9564,126.2925,37.35,88,100,17.29
332,Muros,ES,2022-04-18 19:11:45,42.7762,-9.0603,54.84,69,10,17.54
333,Lewiston,US,2022-04-18 19:13:36,44.1003,-70.2148,60.04,30,0,4.61
334,Namibe,AO,2022-04-18 19:14:26,-15.1961,12.1522,74.19,77,97,3.09
335,Brainerd,US,2022-04-18 19:10:35,46.358,-94.2008,33.82,60,100,17.27
336,Veraval,IN,2022-04-18 19:14:27,20.9,70.3667,80.02,73,0,11.92
337,Kabale,UG,2022-04-18 19:14:28,-1.2486,29.9899,59.27,96,98,2.33
338,Konstantinovka,RU,2022-04-18 19:14:28,49.6167,127.9833,41.92,49,100,10.74
339,Tautira,PF,2022-04-18 19:14:29,-17.7333,-149.15,80.01,75,31,8.63
340,Aden,YE,2022-04-18 19:11:44,12.7794,45.0367,83.44,73,28,14.58
341,Prince George,CA,2022-04-18 19:14:30,53.9166,-122.753,44.04,49,75,16.11
342,Yumen,CN,2022-04-18 19:14:30,40.2833,97.2,48.16,15,0,9.04
343,Am Timan,TD,2022-04-18 19:14:31,11.0297,20.2827,80.56,63,49,5.44
344,Rahuri,IN,2022-04-18 19:14:31,19.3833,74.65,86.5,31,0,10.78
345,Pavlovsk,RU,2022-04-18 19:14:32,50.4578,40.1081,55.85,69,99,13.33
346,Gladstone,AU,2022-04-18 19:14:32,-23.85,151.25,68.79,94,100,5.75
347,Ajaccio,FR,2022-04-18 19:14:33,42.0,8.9167,51.78,72,0,2.3
348,Laguna,US,2022-04-18 19:14:33,38.421,-121.4238,67.78,52,0,8.05
349,Matay,EG,2022-04-18 19:14:34,28.419,30.7792,77.09,36,100,12.48
350,Sechura,PE,2022-04-18 19:14:34,-5.5569,-80.8222,79.83,56,80,11.95
351,Sambhal,IN,2022-04-18 19:14:35,28.5833,78.55,87.57,10,0,8.37
352,Mangai,CD,2022-04-18 19:14:35,-4.05,19.5333,78.94,73,90,1.05
353,Gnjilane,XK,2022-04-18 19:14:36,42.4604,21.4699,41.32,72,72,5.01
354,Te Anau,NZ,2022-04-18 19:14:36,-45.4167,167.7167,52.66,91,100,2.95
355,Norwich,GB,2022-04-18 19:14:37,52.6278,1.2983,57.47,74,0,8.05
356,Komsomolskiy,UZ,2022-04-18 19:14:37,40.4272,71.7189,74.71,32,86,13.13
357,Leningradskiy,RU,2022-04-18 19:14:38,69.3833,178.4167,11.52,90,99,3.96
358,Kaeo,NZ,2022-04-18 19:14:38,-35.1,173.7833,69.33,98,32,7.94
359,Teya,RU,2022-04-18 19:14:39,60.3778,92.6267,0.97,100,71,3.4
360,Bethanien,NA,2022-04-18 19:14:39,-26.502,17.1583,73.58,26,1,9.75
361,Kencong,ID,2022-04-18 19:14:41,-8.2833,113.3667,76.35,92,100,3.31
362,Elbistan,TR,2022-04-18 19:14:41,38.2059,37.1983,62.44,36,100,6.71
363,Sao Joao Da Barra,BR,2022-04-18 19:14:42,-21.6403,-41.0511,80.69,65,29,13.51
364,Tari,NG,2022-04-18 19:14:42,12.4086,4.4914,94.66,13,100,6.29
365,Inuvik,CA,2022-04-18 19:14:43,68.3499,-133.7218,17.91,82,11,9.82
366,Skjervoy,NO,2022-04-18 19:14:43,70.0311,20.9714,46.4,91,100,7.94
367,Fort Nelson,CA,2022-04-18 19:14:44,58.8053,-122.7002,22.48,73,100,6.08
368,Alice Springs,AU,2022-04-18 19:12:34,-23.7,133.8833,63.95,59,7,6.91
369,Leshukonskoye,RU,2022-04-18 19:14:45,64.8989,45.7622,31.91,98,100,3.13
370,Seidu,SL,2022-04-18 19:14:45,9.0167,-10.6,74.37,81,100,2.8
371,Lucapa,AO,2022-04-18 19:14:46,-8.4192,20.7447,69.28,90,95,3.29
372,Hami,CN,2022-04-18 19:14:46,42.8,93.45,57.36,14,0,3.11
373,Henties Bay,NA,2022-04-18 19:14:47,-22.116,14.2845,65.34,72,57,5.01
374,Namie,JP,2022-04-18 19:14:47,37.4833,141.0,49.71,96,100,5.23
375,Acapulco,MX,2022-04-18 19:14:46,16.8634,-99.8901,85.82,66,0,12.66
376,Hofn,IS,2022-04-18 19:14:49,64.2539,-15.2082,44.67,76,100,13.6
377,Shache,CN,2022-04-18 19:14:50,38.4167,77.2406,62.02,18,0,5.79
378,Sawtell,AU,2022-04-18 19:14:50,-30.3833,153.1,60.82,88,9,6.91
379,Bria,CF,2022-04-18 19:14:50,6.5423,21.9863,70.18,95,100,15.37
380,Pacific Grove,US,2022-04-18 19:14:51,36.6177,-121.9166,65.41,54,0,3.44
381,Shelburne,CA,2022-04-18 19:12:29,44.0787,-80.2041,42.91,49,100,17.11
382,Iskateley,RU,2022-04-18 19:14:52,67.6803,53.1512,27.37,96,100,7.56
383,Pisco,PE,2022-04-18 19:14:52,-13.7,-76.2167,68.05,73,0,8.05
384,Scottsbluff,US,2022-04-18 19:14:53,41.8666,-103.6672,55.78,33,0,5.99
385,Aragarcas,BR,2022-04-18 19:14:54,-15.8975,-52.2508,86.99,46,8,2.17
386,Amga,RU,2022-04-18 19:14:54,60.8953,131.9608,26.47,97,100,5.35
387,Along,IN,2022-04-18 19:14:55,28.1667,94.7667,63.79,91,44,2.04
388,Muroto,JP,2022-04-18 19:14:56,33.2833,134.15,61.66,59,100,8.75
389,Carnarvon,AU,2022-04-18 19:14:56,-24.8667,113.6333,66.27,77,24,9.22
390,Hambantota,LK,2022-04-18 19:14:57,6.1241,81.1185,80.24,85,63,11.72
391,Hamilton,US,2022-04-18 19:14:49,39.1834,-84.5333,41.65,86,100,19.57
392,Amahai,ID,2022-04-18 19:14:57,-3.3333,128.9167,78.01,87,76,3.94
393,Soure,BR,2022-04-18 19:14:58,-0.7167,-48.5233,81.77,80,100,8.16
394,Roma,US,2022-04-18 19:13:10,43.2128,-75.4557,57.69,32,0,16.11
395,Benguela,AO,2022-04-18 19:14:59,-12.5763,13.4055,77.67,90,100,6.89
396,Chapais,CA,2022-04-18 19:14:59,49.7834,-74.8492,37.45,62,100,5.14
397,Dubbo,AU,2022-04-18 19:15:00,-32.25,148.6167,57.33,82,83,9.22
398,Ibra,OM,2022-04-18 19:13:57,22.6906,58.5334,81.64,36,6,2.21
399,Sisimiut,GL,2022-04-18 19:15:00,66.9395,-53.6735,14.27,76,100,11.07
400,Ukiah,US,2022-04-18 19:15:02,39.1502,-123.2078,60.44,70,100,8.05
401,Dunhua,CN,2022-04-18 19:15:02,43.3725,128.2425,38.66,50,8,6.2
402,Kailua,US,2022-04-18 19:15:03,21.4022,-157.7394,80.58,68,14,4.0
403,Gambela,ET,2022-04-18 19:15:03,8.25,34.5833,81.01,61,35,4.92
404,Yuci,CN,2022-04-18 19:15:04,37.6803,112.7319,38.95,81,0,2.24
405,Shingu,JP,2022-04-18 19:15:04,33.7333,135.9833,54.25,67,97,5.88
406,Kahului,US,2022-04-18 19:12:11,20.8947,-156.47,77.02,70,40,17.27
407,Vrangel,RU,2022-04-18 19:15:05,42.7297,133.0839,40.68,57,0,4.21
408,Salinas,US,2022-04-18 19:12:05,36.6777,-121.6555,67.98,47,0,10.36
409,Concepcion Del Oro,MX,2022-04-18 19:15:06,24.6333,-101.4167,80.06,25,64,10.22
410,Yenagoa,NG,2022-04-18 19:15:06,4.9247,6.2642,77.31,90,100,6.26
411,Alamogordo,US,2022-04-18 19:15:07,32.8995,-105.9603,83.55,7,0,8.05
412,Zaria,NG,2022-04-18 19:15:08,11.1113,7.7227,83.34,44,63,4.79
413,Kunming,CN,2022-04-18 19:15:09,25.0389,102.7183,53.47,82,100,6.04
414,Jerico,CO,2022-04-18 19:15:09,5.7921,-75.786,66.07,71,100,1.99
415,Dzerzhinsk,RU,2022-04-18 19:15:10,56.2389,43.4631,40.82,75,0,4.47
416,Carutapera,BR,2022-04-18 19:15:10,-1.195,-46.02,82.63,76,100,5.84
417,Coahuayana,MX,2022-04-18 19:15:11,18.7333,-103.6833,89.56,48,100,8.52
418,Sovetskiy,RU,2022-04-18 19:15:11,61.3614,63.5842,33.37,88,100,4.76
419,Tutoia,BR,2022-04-18 19:15:12,-2.7619,-42.2744,82.53,77,94,4.99
420,Rensvik,NO,2022-04-18 19:15:13,63.1,7.8167,53.26,58,0,0.0
421,Erbaa,TR,2022-04-18 19:15:13,40.6689,36.5675,67.48,47,68,8.59
422,Tabou,CI,2022-04-18 19:15:14,4.423,-7.3528,76.53,92,100,6.78
423,Vanimo,PG,2022-04-18 19:15:14,-2.6741,141.3028,77.72,87,100,2.33
424,Berdigestyakh,RU,2022-04-18 19:15:15,62.0989,126.6992,25.21,99,100,2.35
425,Ngoro,ID,2022-04-18 19:15:15,-7.6839,112.258,75.47,91,100,1.95
426,Shakawe,BW,2022-04-18 19:15:16,-18.3667,21.85,75.34,48,87,6.55
427,Benito Juarez,MX,2022-04-18 19:15:16,19.385,-99.165,82.22,16,0,9.22
428,Kulhudhuffushi,MV,2022-04-18 19:15:17,6.6221,73.07,84.6,71,90,8.08
429,Palmer,US,2022-04-18 19:15:17,42.1584,-72.3287,60.17,24,75,12.66
430,Mikuni,JP,2022-04-18 19:15:18,36.2171,136.1519,46.31,77,100,5.46
431,Mezhdurechensk,RU,2022-04-18 19:15:19,53.6942,88.0603,46.13,92,100,4.25
432,Sangrur,IN,2022-04-18 19:15:19,30.2333,75.8333,86.0,17,9,7.38
433,Yerbogachen,RU,2022-04-18 19:15:20,61.2767,108.0108,17.53,88,100,12.82
434,Otavi,NA,2022-04-18 19:15:20,-19.65,17.3333,70.93,48,61,8.97
435,Poplar Bluff,US,2022-04-18 19:15:21,36.757,-90.3929,58.73,49,0,14.0
436,Muravlenko,RU,2022-04-18 19:15:21,63.7898,74.523,30.54,92,100,20.13
437,High Level,CA,2022-04-18 19:15:22,58.5169,-117.136,19.51,58,20,11.5
438,Weligama,LK,2022-04-18 19:15:22,5.9667,80.4167,79.68,86,98,7.29
439,Vizinga,RU,2022-04-18 19:15:23,61.0749,50.1031,28.4,97,84,2.26
440,Pyinmana,MM,2022-04-18 19:15:23,19.7333,96.2167,80.6,38,0,4.92
441,Constitucion,CL,2022-04-18 19:15:24,-35.3333,-72.4167,63.18,66,30,12.59
442,Vila,PT,2022-04-18 19:15:24,42.0304,-8.1588,44.71,79,100,8.14
443,Norman Wells,CA,2022-04-18 19:15:28,65.282,-126.8329,23.04,36,0,9.22
444,Porto Walter,BR,2022-04-18 19:15:29,-8.2686,-72.7439,82.74,75,47,3.22
445,Marion,US,2022-04-18 19:12:55,39.7684,-86.1555,43.25,77,100,19.57
446,Berezanka,UA,2022-04-18 19:15:30,46.8526,31.388,44.44,49,91,11.81
447,Saint-Augustin,CA,2022-04-18 19:15:31,51.226,-58.6502,32.86,72,6,24.81
448,Novovasylivka,UA,2022-04-18 19:15:31,46.8315,35.7536,46.42,90,36,10.92
449,Lagoa,PT,2022-04-18 19:15:32,39.05,-27.9833,58.42,69,18,16.31
450,Lasa,IT,2022-04-18 19:15:32,46.6166,10.7002,54.48,86,12,6.26
451,Mutis,CO,2022-04-18 19:15:33,6.2262,-77.4044,82.47,77,100,7.9
452,Husavik,IS,2022-04-18 19:15:33,66.0449,-17.3389,35.35,97,100,9.46
453,Tekirdag,TR,2022-04-18 19:15:34,40.978,27.5085,42.15,89,100,14.54
454,Gorey,IE,2022-04-18 19:15:34,52.6747,-6.2925,48.58,83,79,6.69
455,Ararangua,BR,2022-04-18 19:15:35,-28.9347,-49.4858,74.25,60,98,9.64
456,Nhulunbuy,AU,2022-04-18 19:15:35,-12.2333,136.7667,75.81,100,100,4.61
457,Goderich,CA,2022-04-18 19:15:36,43.7501,-81.7165,44.91,45,100,16.11
458,Kulu,TR,2022-04-18 19:15:36,39.0951,33.0799,58.21,43,0,17.49
459,Vorotynets,RU,2022-04-18 19:15:37,56.0603,45.8633,35.08,95,100,6.06
460,Iqaluit,CA,2022-04-18 19:15:37,63.7506,-68.5145,-0.31,70,75,5.75
461,Hyeres,FR,2022-04-18 19:15:38,43.1167,6.1167,59.65,71,0,5.75
462,Vao,NC,2022-04-18 19:15:39,-22.6667,167.4833,75.92,75,100,6.89
463,Novyy Urengoy,RU,2022-04-18 19:15:39,66.0833,76.6333,19.99,87,100,16.58
464,Kuala Terengganu,MY,2022-04-18 19:15:40,5.3302,103.1408,80.55,94,40,0.0
465,Vanderhoof,CA,2022-04-18 19:15:40,54.0166,-124.0198,39.85,49,100,11.05
466,Taltal,CL,2022-04-18 19:15:41,-25.4,-70.4833,64.31,71,12,4.09
467,San Quintin,MX,2022-04-18 19:15:41,30.4833,-115.95,67.98,64,5,18.23
468,Neyshabur,IR,2022-04-18 19:15:41,36.2133,58.7958,52.57,66,100,3.06
469,Valparaiso,CL,2022-04-18 19:13:12,-33.0393,-71.6273,55.63,87,100,10.36
470,Maputo,MZ,2022-04-18 19:12:07,-25.9653,32.5892,64.22,93,100,5.99
471,Christchurch,NZ,2022-04-18 19:12:09,-43.5333,172.6333,48.94,94,20,5.75
472,Dalbandin,PK,2022-04-18 19:15:43,28.8947,64.4101,71.22,48,66,4.09
473,Necochea,AR,2022-04-18 19:13:10,-38.5473,-58.7368,69.87,57,96,12.08
474,Miri,MY,2022-04-18 19:15:43,4.4148,114.0089,77.14,94,20,3.44
475,Kupang,ID,2022-04-18 19:15:44,-10.1667,123.5833,78.82,85,63,6.46
476,Kilindoni,TZ,2022-04-18 19:15:44,-7.9139,39.6668,82.4,77,12,12.77
477,Yulara,AU,2022-04-18 19:15:45,-25.2406,130.9889,58.84,67,10,3.44
478,Piltene,LV,2022-04-18 19:15:45,57.2243,21.6744,40.95,65,0,8.05
479,Challapata,BO,2022-04-18 19:11:14,-18.9,-66.7667,57.06,16,0,6.31
480,Zaragoza,ES,2022-04-18 19:15:14,41.6561,-0.8773,67.01,45,0,14.97
481,Kokopo,PG,2022-04-18 19:15:46,-4.352,152.2633,77.52,81,98,2.64
482,Beyneu,KZ,2022-04-18 19:15:47,45.3167,55.2,66.56,32,24,9.04
483,Solaro,IT,2022-04-18 19:15:47,44.8799,9.1732,51.69,72,3,4.97
484,Tarko-Sale,RU,2022-04-18 19:15:48,64.9225,77.785,30.4,94,100,22.5
485,Nuqui,CO,2022-04-18 19:15:48,5.7125,-77.2708,81.39,80,100,9.1
486,Petropavlovsk-Kamchatskiy,RU,2022-04-18 19:15:49,53.0452,158.6483,21.79,74,0,2.24
487,Yakeshi,CN,2022-04-18 19:15:49,49.2833,120.7333,43.95,50,100,6.46
488,Baykit,RU,2022-04-18 19:15:50,61.67,96.37,11.98,93,80,6.29
489,Victor Harbor,AU,2022-04-18 19:15:50,-35.5667,138.6167,59.0,77,95,1.99
490,El Jicaro,GT,2022-04-18 19:15:51,14.9167,-89.9,98.13,23,3,4.63
491,Luena,AO,2022-04-18 19:15:51,-11.7833,19.9167,64.62,96,100,3.96
492,Phan Thong,TH,2022-04-18 19:15:52,13.468,101.0953,84.27,100,100,3.53
493,Gossas,SN,2022-04-18 19:15:53,14.4912,-16.0642,91.18,31,11,16.64
494,Senneterre,CA,2022-04-18 19:15:53,48.3835,-77.2328,42.96,45,97,3.85
495,Ketchikan,US,2022-04-18 19:15:54,55.3422,-131.6461,48.67,31,0,8.05
496,Richards Bay,ZA,2022-04-18 19:15:54,-28.783,32.0377,65.08,91,100,7.36
497,Hokitika,NZ,2022-04-18 19:15:55,-42.7167,170.9667,53.24,70,100,4.7
498,Margate,GB,2022-04-18 19:15:55,51.3813,1.3862,54.3,71,100,3.0
499,Nanortalik,GL,2022-04-18 19:15:56,60.1432,-45.2371,35.01,74,100,1.99
500,Labuan,MY,2022-04-18 19:15:56,5.2767,115.2417,80.96,94,20,0.0
501,Nouadhibou,MR,2022-04-18 19:15:57,20.931,-17.0347,67.98,83,100,13.8
502,Tikapur,NP,2022-04-18 19:15:57,28.5,81.1333,80.26,16,0,5.82
503,Hermosillo,MX,2022-04-18 19:14:54,29.0667,-110.9667,103.21,8,40,7.0
504,Oum Hadjer,TD,2022-04-18 19:15:58,13.2954,19.6966,89.49,37,99,14.03
505,Pangkalanbuun,ID,2022-04-18 19:15:58,-2.6833,111.6167,74.57,99,100,0.4
506,San Pedro Buenavista,MX,2022-04-18 19:15:59,16.0833,-93.1167,98.78,19,0,5.99
507,Touros,BR,2022-04-18 19:15:59,-5.1989,-35.4608,83.8,69,51,11.43
508,Fond Du Lac,US,2022-04-18 19:12:06,43.775,-88.4388,36.09,75,100,11.5
509,Vung Tau,VN,2022-04-18 19:12:53,10.346,107.0843,81.86,74,80,21.05
510,Sorong,ID,2022-04-18 19:16:00,-0.8833,131.25,79.5,84,100,6.55
511,Bubaque,GW,2022-04-18 19:16:01,11.2833,-15.8333,75.72,75,14,12.5
512,Talnakh,RU,2022-04-18 19:16:01,69.4865,88.3972,22.21,95,100,10.83
513,Itapirapua,BR,2022-04-18 19:16:02,-15.8233,-50.6133,91.2,38,0,5.06
514,Baruun-Urt,MN,2022-04-18 19:16:04,46.6806,113.2792,48.87,28,30,16.44
515,Naze,JP,2022-04-18 19:16:04,28.3667,129.4833,59.92,83,100,9.13
516,Kaka,TM,2022-04-18 19:16:05,37.3482,59.6143,55.72,63,100,0.58
517,Pula,HR,2022-04-18 19:16:06,44.8683,13.8481,46.96,57,0,2.3
518,Voh,NC,2022-04-18 19:16:06,-20.9667,164.7,71.46,92,84,3.0
519,Kuching,MY,2022-04-18 19:16:07,1.55,110.3333,79.02,94,40,5.75
520,Caravelas,BR,2022-04-18 19:16:08,-17.7125,-39.2481,80.28,59,3,10.33
521,Novobirilyussy,RU,2022-04-18 19:16:08,56.9514,90.6661,27.75,85,100,5.1
522,Sabang,ID,2022-04-18 19:16:09,5.8933,95.3214,83.5,70,47,3.85
523,Quebo,GW,2022-04-18 19:16:09,11.3333,-14.9333,81.91,51,8,8.72
524,Iracoubo,GF,2022-04-18 19:16:10,5.4802,-53.2011,80.73,78,92,9.4
525,Palu,ID,2022-04-18 19:16:10,-0.8917,119.8707,75.65,95,55,3.06
526,Brae,GB,2022-04-18 19:16:12,60.3964,-1.353,45.39,77,95,8.23
527,Caete,BR,2022-04-18 19:16:12,-19.88,-43.6697,79.05,64,100,6.13
528,Tecpan,GT,2022-04-18 19:16:13,14.7623,-90.9947,75.88,32,7,5.01
529,San Carlos,VE,2022-04-18 19:16:13,9.6612,-68.5827,93.45,38,92,7.87
530,Belyy Yar,RU,2022-04-18 19:16:14,53.6039,91.3903,46.29,39,0,8.95
531,Hirara,JP,2022-04-18 19:16:14,24.8,125.2833,71.62,85,100,20.51
532,Awbari,LY,2022-04-18 19:16:15,26.5921,12.7805,70.0,19,0,5.82
533,Batouri,CM,2022-04-18 19:16:15,4.4333,14.3667,69.26,92,17,3.53
534,Masuda,JP,2022-04-18 19:16:16,34.6667,131.85,52.02,47,88,3.78
535,Cockburn Town,TC,2022-04-18 19:14:45,21.4612,-71.1419,78.55,83,82,23.17
536,Rakai,UG,2022-04-18 19:16:18,-0.72,31.4839,64.15,94,32,4.09
537,Marrakesh,MA,2022-04-18 19:13:58,31.6315,-8.0083,82.47,34,0,12.66
538,Maniitsoq,GL,2022-04-18 19:16:19,65.4167,-52.9,15.62,75,100,12.97
539,Kirkwood,US,2022-04-18 19:16:19,38.5834,-90.4068,53.82,47,20,25.32
540,Chimala,TZ,2022-04-18 19:16:20,-8.85,34.0167,65.37,91,12,3.85
541,San Ramon,US,2022-04-18 19:16:20,37.7799,-121.978,67.93,52,0,6.91
542,Sambava,MG,2022-04-18 19:16:22,-14.2667,50.1667,76.96,87,62,12.06
543,Sola,VU,2022-04-18 19:16:23,-13.8833,167.55,82.0,76,100,13.49
544,Narsaq,GL,2022-04-18 19:16:23,60.9167,-46.05,44.82,52,97,8.12
545,Piacabucu,BR,2022-04-18 19:16:24,-10.4056,-36.4344,82.44,69,29,9.44
546,Ishigaki,JP,2022-04-18 19:16:24,24.3448,124.1572,69.93,88,75,9.22
547,Gusau,NG,2022-04-18 19:16:25,12.1628,6.6614,89.01,31,74,5.28
548,Katobu,ID,2022-04-18 19:16:25,-4.9408,122.5276,75.54,95,100,3.13
549,Loanda,AO,2022-04-18 19:15:59,-8.8368,13.2343,78.17,90,99,11.21
550,Lithakia,GR,2022-04-18 19:16:26,37.7167,20.8333,52.97,81,89,7.36
551,Lata,PT,2022-04-18 19:16:26,40.1629,-8.3327,52.61,82,55,11.16
552,Dunedin,NZ,2022-04-18 19:13:36,-45.8742,170.5036,52.81,85,91,4.99
553,Weihai,CN,2022-04-18 19:16:27,37.5017,122.1136,51.01,59,0,6.35
554,Reconquista,AR,2022-04-18 19:16:28,-29.15,-59.65,74.98,45,0,1.16
555,Ixtapa,MX,2022-04-18 19:16:29,20.7,-105.2,78.03,65,0,9.22
556,Naryan-Mar,RU,2022-04-18 19:16:29,67.6713,53.087,27.43,96,100,7.58
557,Itarema,BR,2022-04-18 19:16:30,-2.9248,-39.9167,82.51,77,92,6.67
558,Adelaide,AU,2022-04-18 19:12:08,-34.9333,138.6,57.22,78,40,6.91
559,Helong,CN,2022-04-18 19:16:30,42.5397,128.9972,38.95,54,0,5.68
560,Bermeo,ES,2022-04-18 19:16:31,43.4209,-2.7215,57.42,88,100,6.44
561,Qaqortoq,GL,2022-04-18 19:16:31,60.7167,-46.0333,39.11,52,100,5.3
562,Palm Coast,US,2022-04-18 19:16:32,29.585,-81.2078,84.99,60,0,9.22
563,Sao Miguel Do Araguaia,BR,2022-04-18 19:16:32,-13.275,-50.1628,83.23,67,100,0.4
564,Wick,GB,2022-04-18 19:16:33,58.4333,-3.0833,50.05,53,0,17.27
565,Sibiti,CG,2022-04-18 19:16:33,-3.6819,13.3499,71.6,97,100,1.54
566,Port Hedland,AU,2022-04-18 19:16:34,-20.3167,118.5667,82.45,36,37,10.36
567,Filingue,NE,2022-04-18 19:16:34,14.3521,3.3168,92.08,9,100,7.07
568,Tahta,EG,2022-04-18 19:16:35,26.7693,31.5021,84.11,21,98,10.67
569,Grand Gaube,MU,2022-04-18 19:16:35,-20.0064,57.6608,79.38,87,68,1.01
570,Batagay-Alyta,RU,2022-04-18 19:16:36,67.8006,130.4114,8.82,97,100,2.44
571,Aztec,US,2022-04-18 19:16:36,36.8222,-107.9929,74.48,11,100,5.73
572,Kintinku,TZ,2022-04-18 19:16:37,-5.8833,35.2333,72.68,68,26,6.62
573,Rowlett,US,2022-04-18 19:16:37,32.9029,-96.5639,72.34,51,0,9.22
574,Severodvinsk,RU,2022-04-18 19:16:38,64.5635,39.8302,28.51,91,100,3.09
575,Pinega,RU,2022-04-18 19:16:38,64.7001,43.3936,32.61,95,100,2.93
576,Yabrud,SY,2022-04-18 19:16:39,33.9674,36.6574,70.07,18,100,5.26
577,Coihaique,CL,2022-04-18 19:12:02,-45.5752,-72.0662,57.81,51,75,9.22
578,Susanino,RU,2022-04-18 19:16:40,58.1461,41.5872,31.28,85,5,2.73
